	0	0.1	877	163	910	183	other	OTHER
0	0	0	1150	305	1202	327	withheld	OTHER
1	0	0	231	598	276	620	number	OTHER
2	0	0	8	762	40	784	This	OTHER
3	0	0	431	820	490	847	Service.	OTHER
4	54	63	341	37	418	61	Employee's	OTHER
5	65	70	417	46	459	67	social	OTHER
6	72	79	459	52	511	74	security	OTHER
7	84	84	113	55	127	73	b	OTHER
8	85	85	77	309	91	326	e	OTHER
9	106	113	130	57	187	80	Employer	OTHER
10	115	128	187	65	263	91	identification	OTHER
11	130	135	511	60	563	80	number	OTHER
12	137	141	309	83	343	102	(EIN)	OTHER
13	153	163	415	67	569	109	364-48-7013	ssnOfEmployee
14	190	199	165	85	302	124	44-2729005	einEmployerIdentificationNumber
15	216	216	107	107	120	124	C	OTHER
16	218	227	123	109	188	134	Employer's	OTHER
17	229	233	189	118	230	140	name,	OTHER
18	235	242	231	124	282	147	address,	OTHER
19	244	246	283	131	307	151	and	OTHER
20	248	250	308	135	330	154	ZIP	OTHER
21	252	255	331	138	362	158	code	OTHER
22	304	306	712	112	743	130	OMB	OTHER
23	308	310	745	116	771	134	No.	OTHER
24	312	320	771	120	828	142	1545-0008	OTHER
25	334	338	885	110	924	132	Safe,	OTHER
26	340	348	924	117	997	144	Accurate,	OTHER
27	374	385	154	139	327	183	Diaz-Lambert	employerName
28	387	389	336	163	382	191	Ltd	employerName
29	482	486	879	133	931	158	FAST!	OTHER
30	488	490	932	141	965	162	Use	OTHER
31	610	615	799	152	847	174	Wages,	OTHER
32	617	621	847	159	877	178	tips,	OTHER
33	624	626	1180	153	1205	172	the	OTHER
34	629	640	910	168	994	192	compensation	OTHER
35	642	643	1019	142	1044	168	se	OTHER
36	645	645	1053	147	1072	173	~	OTHER
37	647	650	1073	150	1124	181	file	OTHER
38	652	656	1147	148	1180	168	Visit	OTHER
39	658	660	277	799	305	821	the	OTHER
40	662	664	1205	157	1234	177	IRS	OTHER
41	666	672	1234	161	1297	184	Website	OTHER
42	697	701	152	171	226	203	88617	employerAddressStreet_name
43	703	707	232	182	307	215	Moore	employerAddressStreet_name
44	709	713	319	195	390	228	Plain	employerAddressStreet_name
45	795	803	816	178	943	215	138878.03	box1WagesTipsAndOtherCompensations
46	850	851	1145	174	1159	189	at	OTHER
47	853	870	1159	176	1281	208	www.irs.gov/efile.	OTHER
48	894	903	147	206	287	245	Frankhaven	employerAddressCity
49	988	993	793	202	831	224	Social	OTHER
50	995	1002	832	208	880	231	security	OTHER
51	1004	1008	881	216	918	236	wages	OTHER
52	1037	1043	1087	192	1132	213	Federal	OTHER
53	1045	1050	1133	198	1178	220	income	OTHER
54	1052	1054	1178	205	1199	222	tax	OTHER
55	1056	1063	1200	209	1249	228	withheld	OTHER
56	1228	1232	1076	214	1145	244	24262	box2FederalIncomeTaxWithheld
57	1234	1234	1146	223	1158	246	.	box2FederalIncomeTaxWithheld
58	1236	1237	1159	225	1185	250	84	box2FederalIncomeTaxWithheld
59	1289	1290	327	230	356	254	OH	employerAddressState
60	1304	1313	411	242	552	283	78202-9660	employerAddressZip
61	1359	1364	809	230	894	262	171736	box3SocialSecurityWages
62	1366	1366	894	241	907	264	.	box3SocialSecurityWages
63	1368	1369	907	243	935	268	78	box3SocialSecurityWages
64	1403	1408	1081	243	1119	264	Social	OTHER
65	1410	1417	1120	249	1168	271	security	OTHER
66	1419	1421	1168	256	1190	274	tax	OTHER
67	1423	1426	171	760	208	785	with	OTHER
68	1430	1430	86	258	99	274	d	OTHER
69	1446	1452	102	260	146	281	Control	OTHER
70	1454	1459	263	76	309	97	number	OTHER
71	1546	1553	784	252	840	277	Medicare	OTHER
72	1555	1559	840	261	882	283	wages	OTHER
73	1561	1563	882	268	906	287	and	OTHER
74	1565	1568	906	271	930	290	tips	OTHER
75	1594	1598	1067	266	1138	296	13137	box4SocialSecurityTaxWithheld
76	1600	1600	1139	276	1150	297	.	box4SocialSecurityTaxWithheld
77	1602	1603	1151	277	1180	302	86	box4SocialSecurityTaxWithheld
78	1625	1631	136	290	234	323	7850552	OTHER
79	1723	1731	803	281	926	317	170372.59	OTHER
80	1766	1773	1072	293	1127	316	Medicare	OTHER
81	1777	1779	1128	301	1150	319	tax	OTHER
82	1781	1788	1190	259	1242	279	withheld	OTHER
83	1802	1811	94	311	164	337	Employee's	OTHER
84	1813	1817	163	321	189	340	first	OTHER
85	1819	1822	189	324	225	345	name	OTHER
86	1824	1826	225	329	249	347	and	OTHER
87	1828	1834	249	333	282	351	initial	OTHER
88	1904	1909	778	303	817	325	Social	OTHER
89	1911	1918	817	309	865	332	security	OTHER
90	1920	1923	866	316	893	337	tips	OTHER
91	2043	2048	795	331	880	363	171736	OTHER
92	2050	2050	1182	334	1192	355	.	OTHER
93	2052	2053	894	344	920	368	78	OTHER
94	2097	2100	1126	325	1180	353	4940	OTHER
95	2102	2102	880	342	893	365	.	OTHER
96	2104	2105	1194	335	1221	359	81	OTHER
97	2160	2163	343	346	371	365	Last	OTHER
98	2165	2168	372	350	406	371	name	OTHER
99	2219	2230	771	353	838	379	Verification	OTHER
100	2232	2235	839	364	872	384	Code	OTHER
101	2267	2275	1066	344	1122	368	Allocated	OTHER
102	2279	2282	1122	352	1150	372	tips	OTHER
103	2303	2306	128	365	188	396	John	employeeName
104	2455	2463	1116	376	1242	414	170372.59	OTHER
105	2504	2509	247	383	347	420	Morgan	employeeName
106	2565	2568	694	394	725	413	Sull	OTHER
107	2570	2571	734	400	754	418	11	OTHER
108	2573	2584	763	404	837	431	Nonqualified	OTHER
109	2586	2590	837	415	870	436	plans	OTHER
110	2622	2623	1029	388	1049	408	10	OTHER
111	2625	2633	1058	395	1124	419	Dependent	OTHER
112	2635	2638	1124	404	1152	423	care	OTHER
113	2640	2647	1152	409	1199	429	benefits	OTHER
114	2667	2670	118	409	187	442	5514	OTHER
115	2672	2678	196	420	313	460	Leonard	OTHER
116	2680	2684	322	437	405	474	Roads	OTHER
117	2801	2803	781	441	821	464	167	OTHER
118	2855	2857	1110	425	1151	452	127	OTHER
119	2875	2879	114	449	194	483	South	OTHER
120	2881	2885	210	461	290	495	James	OTHER
121	3015	3017	1024	441	1049	458	12a	OTHER
122	3019	3021	1065	447	1092	466	See	OTHER
123	3023	3034	1092	451	1167	477	instructions	OTHER
124	3036	3038	1167	462	1187	480	for	OTHER
125	3040	3042	1188	465	1217	484	box	OTHER
126	3044	3045	1218	469	1232	486	12	OTHER
127	3152	3153	727	462	743	476	13	OTHER
128	3155	3163	744	464	791	483	Statutory	OTHER
129	3165	3174	831	476	885	497	Retirement	OTHER
130	3228	3229	332	478	368	505	MS	OTHER
131	3245	3254	446	494	604	539	32254-1956	OTHER
132	3283	3290	741	481	792	500	employee	OTHER
