	0	0.1	798	900	821	916	This	OTHER
0	0	0	128	1210	223	1234	3818128	OTHER
1	0	0	208	1505	348	1533	021-89-670	OTHER
2	133	137	782	25	820	42	Safe,	OTHER
3	139	147	822	21	899	41	Accurate,	OTHER
4	149	150	909	30	944	56	re	OTHER
5	152	152	958	29	972	54	v	OTHER
6	154	157	977	27	1024	54	file	OTHER
7	159	159	1050	26	1056	52	a	OTHER
8	160	161	1048	38	1063	55	at	OTHER
9	162	166	1047	12	1079	29	Visit	OTHER
10	167	169	1065	36	1099	55	www	OTHER
11	171	173	1082	11	1104	28	the	OTHER
12	174	176	1101	35	1121	54	irs	OTHER
13	178	180	1106	9	1132	27	IRS	OTHER
14	194	200	1136	5	1193	25	Website	OTHER
15	392	400	1124	29	1183	53	gov.efile	OTHER
16	436	436	217	57	228	72	a	OTHER
17	438	447	236	52	310	72	Employee's	OTHER
18	449	454	312	49	351	69	social	OTHER
19	456	463	354	46	403	67	security	OTHER
20	465	470	405	44	457	64	number	OTHER
21	505	507	613	57	645	76	OMB	OTHER
22	509	511	646	55	670	74	No.	OTHER
23	513	520	672	52	726	72	1545-000	OTHER
24	535	539	782	46	833	65	FAST!	OTHER
25	541	543	836	45	869	64	Use	OTHER
26	593	603	314	66	463	92	550-60-6655	ssnOfEmployee
27	663	668	707	81	753	98	Wages,	OTHER
28	670	674	755	80	783	98	tips,	OTHER
29	676	680	786	78	816	97	other	OTHER
30	682	693	818	73	899	96	compensation	OTHER
31	713	719	996	65	1039	86	Federal	OTHER
32	721	726	1042	62	1086	84	income	OTHER
33	728	730	1089	61	1108	80	tax	OTHER
34	732	739	1111	57	1159	79	withheld	OTHER
35	865	869	732	101	799	124	69896	box1WagesTipsAndOtherCompensations
36	871	871	801	101	811	121	.	OTHER
37	873	874	813	100	838	120	01	box1WagesTipsAndOtherCompensations
38	908	912	990	85	1059	112	13927	box2FederalIncomeTaxWithheld
39	914	916	1062	82	1101	109	.58	box2FederalIncomeTaxWithheld
40	918	918	14	117	27	135	b	OTHER
41	920	927	31	114	87	134	Employer	OTHER
42	929	942	90	111	163	132	identification	OTHER
43	944	949	166	109	210	127	number	OTHER
44	951	955	214	107	243	124	(EIN)	OTHER
45	1087	1092	1000	118	1037	136	Social	OTHER
46	1094	1101	1040	115	1086	135	security	OTHER
47	1103	1105	1089	114	1108	132	tax	OTHER
48	1107	1114	1111	112	1158	131	withheld	OTHER
49	1126	1135	72	134	210	158	30-5758869	einEmployerIdentificationNumber
50	1237	1242	713	133	748	152	Social	OTHER
51	1244	1251	750	130	797	150	security	OTHER
52	1253	1257	800	128	841	148	wages	OTHER
53	1284	1290	993	138	1086	163	5459.37	box4SocialSecurityTaxWithheld
54	1293	1293	19	170	32	189	c	OTHER
55	1295	1304	34	166	99	188	Employer's	OTHER
56	1306	1310	102	164	140	183	name,	OTHER
57	1312	1319	143	161	194	181	address,	OTHER
58	1321	1323	197	159	219	178	and	OTHER
59	1325	1327	222	158	242	177	ZIP	OTHER
60	1329	1332	245	155	277	175	code	OTHER
61	1416	1420	733	154	802	176	71364	box3SocialSecurityWages
62	1422	1423	804	153	831	174	.3	box3SocialSecurityWages
63	1460	1467	1001	167	1056	185	Medicare	OTHER
64	1469	1471	1058	166	1078	183	tax	OTHER
65	1473	1480	1080	163	1133	182	withheld	OTHER
66	1492	1506	74	182	285	215	Chapman-Estrada	employerName
67	1508	1510	811	177	832	197	and	OTHER
68	1512	1515	353	172	412	200	Sons	employerName
69	1602	1609	711	181	766	201	Medicare	OTHER
70	1611	1615	769	179	808	199	wages	OTHER
71	1617	1619	298	178	342	202	and	employerName
72	1621	1624	835	176	860	196	tips	OTHER
73	1661	1664	1059	189	1115	211	2041	OTHER
74	1666	1668	1116	187	1154	208	.23	OTHER
75	1794	1801	737	203	844	227	70387.07	OTHER
76	1839	1847	1005	218	1060	237	Allocated	OTHER
77	1849	1852	1062	216	1087	233	tips	OTHER
78	1864	1867	75	223	134	247	0842	employerAddressStreet_name
79	1869	1872	145	220	203	244	Lara	employerAddressStreet_name
80	1874	1881	214	214	326	241	Villages	employerAddressStreet_name
81	1975	1980	715	234	753	253	Social	OTHER
82	1982	1989	756	232	802	251	security	OTHER
83	1991	1994	805	230	833	248	tips	OTHER
84	2034	2038	1063	237	1131	261	70387	OTHER
85	2040	2040	1133	237	1143	258	.	OTHER
86	2042	2043	1146	236	1174	258	07	OTHER
87	2056	2066	77	253	230	281	Alvarezview	employerAddressCity
88	2068	2069	261	249	287	272	TX	employerAddressState
89	2071	2080	344	236	485	267	71275-2926	employerAddressZip
90	2170	2174	740	255	807	278	71364	OTHER
91	2176	2177	810	254	834	276	.3	OTHER
92	2210	2211	978	273	993	288	10	OTHER
93	2213	2221	1007	269	1071	287	Dependent	OTHER
94	2223	2226	1073	267	1100	285	care	OTHER
95	2228	2235	1102	265	1149	283	benefits	OTHER
96	2418	2420	1066	292	1103	310	159	OTHER
97	2423	2423	27	323	39	340	d	OTHER
98	2425	2431	42	320	85	339	Control	OTHER
99	2433	2438	87	317	138	336	number	OTHER
100	2452	2452	1026	1090	1040	1109	8	OTHER
101	2453	2453	370	1225	376	1242	1	OTHER
102	2455	2456	1179	312	1193	329	12	OTHER
103	2549	2553	650	338	683	357	Suff.	OTHER
104	2555	2556	690	338	709	355	11	OTHER
105	2558	2569	720	334	792	354	Nonqualified	OTHER
106	2571	2575	796	332	832	350	plans	OTHER
107	2606	2608	984	325	1004	336	12a	OTHER
108	2610	2612	1025	322	1049	336	See	OTHER
109	2614	2625	1052	317	1126	335	instructions	OTHER
110	2627	2629	1128	315	1147	332	for	OTHER
111	2631	2633	1149	313	1174	331	box	OTHER
112	2635	2636	990	451	1003	462	12	OTHER
113	2678	2681	295	360	322	374	Last	OTHER
114	2683	2686	324	358	359	374	name	OTHER
115	2819	2822	1068	353	1121	373	4434	OTHER
116	2826	2826	28	374	40	390	e	OTHER
117	2828	2837	45	370	113	390	Employee's	OTHER
