	0	0.1	828	170	931	208	Earnings	OTHER
0	0	0	723	184	768	218	This	OTHER
1	0	0	1001	556	1044	586	was	OTHER
2	0	0	1680	613	1697	639	W2	OTHER
3	0	0	1015	851	1090	883	Profile.	OTHER
4	0	0	465	922	516	948	2252.8	OTHER
5	0	0	502	1511	568	1538	withheld	OTHER
6	0	0	192	1804	233	1826	Social	OTHER
7	0	0	423	1887	448	1916	12a	OTHER
8	0	0	1902	2110	1943	2137	etc.4	OTHER
9	0	0	390	2382	482	2416	Statement	OTHER
10	245	247	1767	39	1825	79	ADP	OTHER
11	358	361	787	123	896	177	2018	OTHER
12	363	365	903	114	997	169	W-2	OTHER
13	367	369	1006	106	1095	161	and	OTHER
14	371	378	1104	84	1357	153	EARNINGS	OTHER
15	380	386	1367	60	1621	130	SUMMARY	OTHER
16	490	490	871	729	886	754	T	OTHER
17	492	493	1136	150	1157	180	is	OTHER
18	495	498	771	179	824	213	blue	OTHER
19	501	501	322	753	339	779	a	OTHER
20	504	505	1708	102	1731	130	in	OTHER
21	509	515	934	160	1047	198	Summary	OTHER
22	517	523	1051	153	1132	188	section	OTHER
23	528	535	1161	142	1260	178	included	OTHER
24	537	540	1264	137	1312	169	with	OTHER
25	542	545	1316	132	1368	165	your	OTHER
26	547	549	1373	128	1423	160	W-2	OTHER
27	551	552	1427	125	1450	155	to	OTHER
28	554	557	1454	120	1510	152	help	OTHER
29	559	566	1514	112	1607	147	describe	OTHER
30	568	575	1611	104	1703	139	portions	OTHER
31	580	583	1735	96	1800	128	more	OTHER
32	585	591	1805	90	1866	122	detail.	OTHER
33	624	632	260	227	357	254	Reference	OTHER
34	638	641	427	215	472	238	Copy	OTHER
35	695	697	721	212	765	242	The	OTHER
36	699	705	768	205	857	238	reverse	OTHER
37	707	710	860	201	909	231	side	OTHER
38	712	719	912	193	1010	226	includes	OTHER
39	721	727	1013	186	1101	217	general	OTHER
40	729	739	1104	174	1232	210	information	OTHER
41	741	744	1236	169	1282	198	that	OTHER
42	746	748	1285	165	1328	194	you	OTHER
43	750	752	1332	160	1385	190	may	OTHER
44	754	757	1389	155	1438	185	also	OTHER
45	759	762	1442	150	1484	180	find	OTHER
46	764	770	1488	143	1560	176	helpful	OTHER
47	783	790	119	236	212	266	Employee	OTHER
48	826	828	296	256	328	276	and	OTHER
49	830	832	360	249	384	270	Tax	OTHER
50	993	999	1649	246	1694	267	2832.39	OTHER
51	1027	1035	212	280	284	310	Statement	OTHER
52	1045	1048	1253	241	1303	272	2018	OTHER
53	1109	1110	792	284	812	311	1.	OTHER
54	1112	1114	816	280	855	309	The	OTHER
55	1116	1124	858	272	948	305	following	OTHER
56	1126	1136	951	261	1070	297	information	OTHER
57	1138	1145	1074	254	1150	287	reflects	OTHER
58	1148	1151	1758	198	1805	228	your	OTHER
59	1296	1301	1146	289	1187	311	Social	OTHER
60	1308	1312	1204	245	1249	276	final	OTHER
61	1314	1317	422	272	497	306	2018	taxYear
62	1469	1476	1190	284	1243	308	Security	OTHER
63	1498	1500	1459	275	1486	298	Box	OTHER
64	1502	1504	1449	225	1487	255	any	OTHER
65	1667	1673	1296	272	1349	298	3400.15	OTHER
66	1674	1676	1307	237	1346	267	pay	OTHER
67	1678	1681	1350	233	1396	263	stub	OTHER
68	1683	1686	1400	229	1445	259	plus	OTHER
69	1690	1691	1489	274	1504	296	17	OTHER
70	1693	1694	1508	273	1519	296	of	OTHER
71	1695	1705	1492	214	1618	251	adjustments	OTHER
72	1900	1901	1522	273	1538	295	W.	OTHER
73	1903	1903	1540	272	1556	294	2	OTHER
74	1909	1916	1654	281	1707	304	10662.13	OTHER
75	1918	1919	1728	202	1753	231	by	OTHER
76	1921	1924	1154	250	1200	280	your	OTHER
77	1926	1934	1810	188	1918	224	employer.	OTHER
78	2137	2145	1622	205	1724	240	submitted	OTHER
79	2150	2152	41	303	102	337	N-2	OTHER
80	2190	2192	412	310	439	336	OMB	OTHER
81	2194	2195	444	309	458	334	No	OTHER
82	2197	2197	463	308	466	333	.	OTHER
83	2199	2207	471	301	539	332	1545-0008	OTHER
84	2277	2284	990	299	1044	326	81402.99	OTHER
85	2327	2331	1461	301	1496	322	Local	OTHER
86	2333	2338	1499	295	1549	321	Income	OTHER
87	2340	2342	1553	292	1573	316	Tax	OTHER
88	2459	2463	857	316	892	342	Gross	OTHER
89	2465	2467	894	312	922	337	Pay	OTHER
90	2488	2490	1153	319	1174	345	Box	OTHER
91	2492	2492	1178	318	1186	341	4	OTHER
92	2494	2495	1189	317	1200	340	of	OTHER
93	2497	2499	1203	317	1237	339	W.2	OTHER
94	2523	2525	1462	324	1490	349	Box	OTHER
95	2527	2528	1494	322	1506	346	19	OTHER
96	2530	2531	1510	320	1521	344	of	OTHER
97	2533	2535	1525	314	1560	342	W-2	OTHER
98	2570	2574	287	348	329	380	corp.	OTHER
99	2585	2592	461	332	517	358	Employer	OTHER
100	2594	2596	520	330	541	353	use	OTHER
101	2598	2601	545	328	577	351	only	OTHER
102	2603	2606	34	353	63	377	Copy	OTHER
103	2608	2608	68	352	75	375	C	OTHER
104	2610	2612	79	351	94	374	for	OTHER
105	2614	2623	98	346	162	373	employee's	OTHER
106	2625	2632	166	342	225	369	records.	OTHER
107	2661	2663	234	361	270	391	150	OTHER
108	2800	2803	1329	360	1358	382	2252	OTHER
109	2805	2806	1360	358	1377	379	81	OTHER
110	2809	2809	36	373	52	396	d	OTHER
111	2811	2817	64	366	110	394	Control	OTHER
