	0	0.1	430	288	453	326	1	OTHER
0	6	11	522	288	667	326	Wages,	OTHER
1	13	17	679	288	764	326	tips,	OTHER
2	19	23	776	288	880	326	other	OTHER
3	25	29	891	288	1014	326	comp.	OTHER
4	46	46	1272	288	1295	326	2	OTHER
5	52	58	1353	288	1500	326	Federal	OTHER
6	60	65	1512	288	1657	326	income	OTHER
7	67	69	1669	288	1729	326	tax	OTHER
8	71	78	1740	288	1909	326	withheld	OTHER
9	90	96	641	334	816	378	84320.5	box1WagesTipsAndOtherCompensations
10	148	155	1694	334	1894	378	20001.02	box2FederalIncomeTaxWithheld
11	158	158	430	445	453	484	3	OTHER
12	164	169	522	445	644	484	Social	OTHER
13	171	178	655	445	814	484	security	OTHER
14	180	184	825	445	953	484	wages	OTHER
15	204	204	1272	445	1295	484	4	OTHER
16	210	215	1353	445	1475	484	Social	OTHER
17	217	224	1486	445	1645	484	security	OTHER
18	226	228	1656	445	1716	484	tax	OTHER
19	230	237	1727	445	1897	484	withheld	OTHER
20	251	258	641	492	841	535	96762.24	box3SocialSecurityWages
21	309	315	1694	492	1869	535	7402.31	box4SocialSecurityTaxWithheld
22	318	318	430	603	453	641	5	OTHER
23	324	331	522	603	702	641	Medicare	OTHER
24	333	337	714	603	841	641	wages	OTHER
25	339	341	853	603	927	641	and	OTHER
26	343	346	938	603	1012	641	tips	OTHER
27	364	364	1272	603	1295	641	6	OTHER
28	370	377	1353	603	1533	641	Medicare	OTHER
29	379	381	1545	603	1605	641	tax	OTHER
30	383	390	1616	603	1785	641	withheld	OTHER
31	403	410	641	650	841	693	83264.65	OTHER
32	461	467	1694	650	1869	693	2414.67	OTHER
33	470	470	430	760	455	799	d	OTHER
34	472	478	513	760	661	799	Control	OTHER
35	480	485	672	760	825	799	number	OTHER
36	504	508	1062	760	1161	799	Dept.	OTHER
37	516	520	1272	760	1374	799	Corp.	OTHER
38	556	563	1831	760	2006	799	Employer	OTHER
39	565	567	2017	760	2084	799	use	OTHER
40	569	572	2096	760	2171	799	only	OTHER
41	574	580	431	807	605	850	5711141	OTHER
42	610	612	1126	812	1195	850	150	OTHER
43	649	649	1693	812	1723	850	A	OTHER
44	673	674	2104	812	2150	850	36	OTHER
45	677	677	430	918	453	956	c	OTHER
46	683	692	522	918	743	956	Employer's	OTHER
47	694	698	755	918	875	956	name,	OTHER
48	700	707	886	918	1057	956	address,	OTHER
49	709	711	1068	918	1142	956	and	OTHER
50	713	715	1153	918	1218	956	ZIP	OTHER
51	717	720	1229	918	1326	956	code	OTHER
52	736	748	644	968	1099	1029	Franco-Nelson	employerName
53	750	752	1134	968	1239	1029	LLC	employerName
54	768	770	644	1046	749	1107	396	employerAddressStreet_name
55	772	778	784	1046	1029	1107	Frazier	employerAddressStreet_name
56	780	783	1064	1046	1204	1107	Spur	employerAddressStreet_name
57	799	807	644	1125	959	1186	Julieland	employerAddressCity
58	812	813	1099	1125	1169	1186	WY	employerAddressState
59	837	846	1344	1125	1694	1186	77609-7429	employerAddressZip
60	895	899	1279	1265	1463	1326	Batch	OTHER
61	924	929	1695	1265	1917	1326	#02021	OTHER
62	931	931	430	1392	455	1431	b	OTHER
63	937	946	524	1392	746	1431	Employer's	OTHER
64	948	950	757	1392	840	1431	FED	OTHER
65	952	953	852	1392	893	1431	ID	OTHER
66	955	960	905	1392	1058	1431	number	OTHER
67	977	977	1272	1392	1295	1431	a	OTHER
68	983	992	1353	1392	1581	1431	Employee's	OTHER
69	994	996	1593	1392	1678	1431	SSA	OTHER
70	998	1003	1688	1392	1840	1431	number	OTHER
71	1016	1025	641	1439	891	1482	39-3160482	einEmployerIdentificationNumber
72	1072	1072	1694	1439	1719	1482	0	ssnOfEmployee
73	1075	1075	430	1550	453	1588	7	OTHER
74	1081	1086	522	1550	644	1588	Social	OTHER
75	1088	1095	655	1550	814	1588	security	OTHER
76	1097	1100	825	1550	899	1588	tips	OTHER
77	1121	1121	1272	1550	1295	1588	8	OTHER
78	1127	1135	1353	1550	1538	1588	Allocated	OTHER
79	1137	1140	1550	1550	1624	1588	tips	OTHER
80	1154	1161	641	1597	841	1640	96762.24	OTHER
81	1217	1224	1694	1597	1894	1640	83264.65	OTHER
82	1227	1227	430	1707	453	1746	9	OTHER
83	1233	1244	522	1707	748	1746	Verification	OTHER
84	1246	1249	759	1707	863	1746	Code	OTHER
85	1273	1274	1272	1707	1318	1746	10	OTHER
86	1279	1287	1364	1707	1579	1746	Dependent	OTHER
87	1289	1292	1591	1707	1676	1746	care	OTHER
88	1294	1301	1687	1707	1847	1746	benefits	OTHER
89	1324	1324	810	1754	834	1797	0	OTHER
90	1370	1372	1694	1754	1769	1797	245	OTHER
91	1375	1376	430	1865	476	1903	11	OTHER
92	1381	1392	533	1865	785	1903	Nonqualified	OTHER
93	1394	1398	797	1865	905	1903	plans	OTHER
94	1421	1423	1272	1865	1341	1903	12a	OTHER
95	1425	1427	1364	1865	1438	1903	See	OTHER
96	1429	1440	1449	1865	1687	1903	instructions	OTHER
97	1442	1444	1699	1865	1754	1903	for	OTHER
98	1446	1448	1765	1865	1839	1903	box	OTHER
99	1450	1451	1851	1865	1897	1903	12	OTHER
100	1463	1465	641	1912	716	1955	260	OTHER
101	1523	1523	1427	1966	1452	2009	K	OTHER
102	1538	1538	1652	1966	1677	2009	|	OTHER
103	1542	1545	1694	1966	1794	2009	3466	OTHER
104	1547	1548	430	2025	476	2064	14	OTHER
105	1554	1558	545	2025	656	2064	Other	OTHER
106	1593	1595	1272	2025	1344	2064	12b	OTHER
107	1603	1603	1427	2021	1452	2064	B	OTHER
