	0	0.1	827	224	932	269	Earnings	OTHER
0	0	0	721	247	769	284	This	OTHER
1	0	0	1050	897	1125	934	Profile.	OTHER
2	0	0	1140	1877	1167	1905	12a	OTHER
3	0	0	632	2298	689	2326	wages.	OTHER
4	0	0	598	2349	648	2380	Locality	OTHER
5	111	114	784	180	895	240	2018	OTHER
6	116	118	1368	156	1421	193	W-2	OTHER
7	120	122	1000	152	1092	212	and	OTHER
8	124	131	1098	115	1354	199	EARNINGS	OTHER
9	133	139	1361	76	1613	163	SUMMARY	OTHER
10	249	250	1133	193	1157	226	is	OTHER
11	252	255	771	239	825	277	blue	OTHER
12	258	258	1668	819	1682	847	a	OTHER
13	261	262	1702	113	1729	146	in	OTHER
14	266	272	934	208	1047	254	Summary	OTHER
15	274	280	1049	196	1131	238	section	OTHER
16	285	292	1159	178	1260	223	included	OTHER
17	294	297	1262	171	1312	208	with	OTHER
18	299	302	1314	163	1367	201	your	OTHER
19	304	306	899	166	996	225	W-2	OTHER
20	308	309	1422	152	1447	186	to	OTHER
21	311	314	1449	143	1509	182	help	OTHER
22	316	323	1511	130	1606	173	describe	OTHER
23	325	332	1607	116	1701	160	portions	OTHER
24	345	351	1652	262	1705	287	4132.54	OTHER
25	355	358	1730	103	1797	142	more	OTHER
26	360	365	1798	94	1860	133	detail	OTHER
27	473	475	724	275	766	310	The	OTHER
28	477	483	769	264	856	303	reverse	OTHER
29	485	488	860	258	907	291	side	OTHER
30	490	497	911	245	1010	284	includes	OTHER
31	499	505	1014	233	1098	270	general	OTHER
32	507	517	1103	214	1230	257	information	OTHER
33	519	522	1234	207	1279	239	that	OTHER
34	524	526	1284	199	1326	232	you	OTHER
35	528	530	1331	191	1382	225	may	OTHER
36	532	535	1388	182	1433	217	also	OTHER
37	537	540	1439	175	1480	210	find	OTHER
38	541	545	1484	283	1518	314	State	OTHER
39	553	560	1486	159	1574	203	helpful.	OTHER
40	752	757	1519	276	1566	309	Income	OTHER
41	786	794	263	312	361	346	Reference	OTHER
42	925	928	1301	310	1332	332	6568	OTHER
43	930	931	1333	309	1345	328	12	OTHER
44	942	944	1465	305	1490	334	Box	OTHER
45	946	947	1494	303	1507	331	17	OTHER
46	949	950	1510	302	1522	329	of	OTHER
47	952	954	1525	301	1562	328	W.2	OTHER
48	963	970	125	329	218	367	Employee	OTHER
49	985	987	298	336	336	368	and	OTHER
50	989	991	362	332	396	357	Tax	OTHER
51	993	996	1255	276	1307	310	2018	OTHER
52	1069	1070	796	345	820	373	1.	OTHER
53	1072	1074	821	339	860	370	The	OTHER
54	1076	1084	862	326	953	364	following	OTHER
55	1086	1096	955	309	1074	351	information	OTHER
56	1103	1108	1152	335	1195	361	Social	OTHER
57	1110	1114	1196	331	1237	357	Secur	OTHER
58	1115	1119	1207	284	1253	316	final	OTHER
59	1121	1124	431	350	505	384	2018	taxYear
60	1126	1128	1309	270	1349	302	pay	OTHER
61	1130	1133	1351	264	1398	296	stub	OTHER
62	1135	1138	1401	257	1447	290	plus	OTHER
63	1139	1141	1468	347	1497	372	Box	OTHER
64	1142	1144	1450	251	1490	283	any	OTHER
65	1278	1283	996	351	1040	378	180912	OTHER
66	1285	1285	1040	348	1055	371	2	OTHER
67	1287	1294	1075	297	1155	335	reflects	OTHER
68	1295	1297	1154	365	1182	392	Box	OTHER
69	1299	1302	1757	207	1806	241	your	OTHER
70	1458	1458	1183	364	1193	390	&	OTHER
71	1460	1461	1517	344	1530	369	of	OTHER
72	1463	1463	1210	361	1231	388	W	OTHER
73	1652	1653	1499	346	1514	371	19	OTHER
74	1655	1656	1195	362	1209	389	of	OTHER
75	1657	1667	1492	233	1620	277	adjustments	OTHER
76	1863	1865	1532	338	1565	367	W.2	OTHER
77	1873	1881	1623	219	1725	259	submitted	OTHER
78	1883	1884	1728	215	1754	245	by	OTHER
79	1886	1889	1157	290	1205	323	your	OTHER
80	1891	1899	1809	192	1919	233	employer.	OTHER
81	2021	2025	864	372	900	401	Gress	OTHER
82	2027	2029	900	367	938	395	Pay	OTHER
83	2031	2033	42	406	98	439	W-2	OTHER
84	2096	2103	471	411	526	436	Emginger	OTHER
85	2105	2108	529	408	551	432	wise	OTHER
86	2110	2113	554	406	585	430	only	OTHER
87	2237	2239	1479	415	1507	444	Box	OTHER
88	2241	2242	1510	412	1523	437	14	OTHER
89	2244	2245	1526	411	1539	435	of	OTHER
90	2247	2249	1542	409	1567	435	W.2	OTHER
91	2373	2376	875	463	905	487	Fed.	OTHER
92	2378	2383	906	455	963	482	Income	OTHER
93	2415	2417	1167	461	1195	485	Box	OTHER
94	2419	2419	1196	463	1206	485	6	OTHER
95	2421	2422	1208	462	1222	484	of	OTHER
96	2424	2424	1224	458	1238	482	W	OTHER
97	2440	2444	225	491	253	522	ross,	OTHER
98	2446	2448	257	489	281	519	and	OTHER
99	2450	2452	285	487	304	516	ZIP	OTHER
100	2454	2457	309	484	335	514	code	OTHER
101	2549	2551	879	485	903	508	Tax	OTHER
102	2676	2678	881	500	907	522	Box	OTHER
103	2680	2687	905	477	961	505	Withheld	OTHER
104	2816	2816	909	499	919	522	2	OTHER
105	2818	2819	922	497	933	521	of	OTHER
106	2821	2823	936	492	967	519	W.2	OTHER
107	2827	2835	99	529	206	564	Mcdaniel,	employerName
108	2837	2840	210	523	261	552	Wood	employerName
109	2842	2844	266	519	291	546	and	OTHER
110	2848	2852	105	558	166	584	88524	employerAddressStreet_name
111	2854	2859	171	550	241	581	Sandra	employerAddressStreet_name
112	2860	2861	261	569	290	591	VT	employerAddressState
113	2865	2869	247	541	307	574	Ferry	employerAddressStreet_name
114	2871	2880	340	547	452	586	61714-2674	employerAddressZip
115	2885	2894	109	579	223	618	Aprilhaven	employerAddressCity
116	3070	3072	1504	594	1526	622	OK.	OTHER
117	3074	3078	1528	589	1560	619	State	OTHER
118	3080	3085	1563	580	1618	615	Wages.	OTHER
119	3087	3091	1634	605	1671	631	Local	OTHER
120	3093	3097	1673	601	1717	627	Wages	OTHER
121	3152	3157	474	616	543	646	#02021	OTHER
122	3263	3266	1313	621	1337	651	cial	OTHER
123	3268	3271	1341	616	1373	648	Secu	OTHER
124	3273	3278	1377	611	1418	643	Medica	OTHER
125	3397	3398	835	633	857	664	2.	OTHER
126	3400	3403	861	626	911	660	Your	OTHER
127	3405	3409	914	617	976	652	Gross	OTHER
128	3411	3413	980	612	1019	643	Pay	OTHER
129	3415	3417	1022	606	1064	637	was	OTHER
130	3419	3426	1067	593	1156	631	adjusted	OTHER
131	3428	3429	1158	589	1185	618	as	OTHER
132	3431	3437	1188	579	1260	614	follows	OTHER
133	3439	3440	1262	575	1287	603	to	OTHER
134	3442	3448	1290	563	1375	599	produce	OTHER
135	3468	3470	1509	628	1536	659	BOR	OTHER
136	3472	3473	1539	629	1554	659	16	OTHER
137	3475	3476	1557	627	1568	658	of	OTHER
138	3478	3479	1571	622	1600	656	W2	OTHER
139	3656	3659	1377	555	1426	587	your	OTHER
140	3661	3663	1428	549	1474	580	W-2	OTHER
141	3665	3674	1476	532	1585	573	Statement.	OTHER
142	3709	3713	324	638	384	669	Batch	OTHER
143	3818	3823	1095	649	1146	683	Wages.	OTHER
144	3825	3829	1146	645	1178	675	Tips,	OTHER
145	3831	3835	1178	641	1208	671	other	OTHER
146	3838	3840	1382	651	1408	685	Box	OTHER
147	3842	3842	1332	659	1339	690	3	OTHER
148	3844	3845	1423	648	1434	679	of	OTHER
149	3847	3849	1358	655	1379	687	W.3	OTHER
150	3851	3853	1302	661	1328	692	Box	OTHER
151	3855	3855	1412	650	1419	681	5	OTHER
152	3857	3858	1343	658	1354	689	of	OTHER
153	3860	3862	1438	642	1468	677	W.2	OTHER
154	3883	3888	1651	668	1694	697	103912	OTHER
155	3890	3890	1697	667	1713	693	2	OTHER
156	3912	3918	228	691	278	720	address	OTHER
157	3920	3922	280	688	306	715	and	OTHER
158	3924	3926	309	684	330	711	Zip	OTHER
159	3928	3931	332	677	374	707	code	OTHER
160	4035	4037	1101	691	1129	720	Box	OTHER
161	4039	4039	1132	690	1139	715	1	OTHER
162	4041	4042	1142	689	1155	714	of	OTHER
163	4044	4046	1158	685	1194	714	W.2	OTHER
164	4082	4089	1522	681	1588	721	103912.2	OTHER
165	4298	4302	1526	750	1563	786	19742	OTHER
166	4304	4304	1692	731	1716	765	2	OTHER
167	4314	4319	134	762	207	791	Thomas	employeeName
168	4321	4328	251	734	346	767	Robinson	employeeName
169	4451	4456	1143	741	1186	773	193912	OTHER
170	4458	4459	1188	739	1205	766	22	OTHER
171	4497	4501	1654	734	1688	768	19742	OTHER
172	4503	4504	1565	746	1586	779	22	OTHER
173	4514	4518	137	780	196	815	45391	OTHER
174	4520	4527	200	767	294	805	Harrison	OTHER
175	4529	4537	299	753	406	791	Underpass	OTHER
176	4540	4541	345	780	375	809	KS	OTHER
177	4543	4552	392	761	503	804	39214-1227	OTHER
178	4671	4675	1320	778	1355	809	13742	OTHER
179	4677	4678	1359	777	1384	807	22	OTHER
180	4680	4684	1400	765	1434	799	13742	OTHER
181	4686	4687	1439	763	1464	797	22	OTHER
182	4697	4700	139	806	189	834	port	OTHER
183	4702	4711	193	784	312	829	Deniseland	OTHER
184	4754	4763	384	824	452	861	employee's	OTHER
185	4765	4775	483	825	571	860	444-72-5153	ssnOfEmployee
186	4829	4831	455	821	482	848	$5A	OTHER
187	4833	4838	485	816	549	844	number	OTHER
188	4898	4901	864	832	893	855	Less	OTHER
189	4903	4907	895	828	932	851	Other	OTHER
190	4909	4911	927	843	951	867	W.2	OTHER
191	5045	5048	935	823	964	847	Case	OTHER
192	5050	5054	954	836	1003	864	Wages	OTHER
193	5194	5196	968	819	988	843	125	OTHER
194	5319	5326	866	846	924	871	Reported	OTHER
195	5335	5344	132	864	203	893	Employer's	OTHER
196	5354	5363	148	876	235	908	13-2131329	einEmployerIdentificationNumber
197	5364	5366	206	860	231	885	FED	OTHER
198	5368	5369	235	858	249	881	TO	OTHER
199	5371	5374	253	851	289	879	mumb	OTHER
200	5565	5570	1546	895	1592	927	Temple	OTHER
201	5572	5577	1594	890	1638	922	warhol	OTHER
202	5579	5584	1640	883	1691	917	States	OTHER
203	5708	5709	879	928	898	959	3.	OTHER
204	5711	5718	1288	860	1389	900	Employee	OTHER
205	5720	5722	1731	806	1773	839	W-4	OTHER
206	5727	5730	1633	821	1666	852	file	OTHER
207	5733	5734	1128	892	1156	923	To	OTHER
208	5736	5741	1159	881	1234	918	change	OTHER
209	5743	5746	1821	792	1870	827	your	OTHER
210	5748	5755	901	914	1001	955	Employee	OTHER
211	5757	5759	1392	853	1435	886	W-4	OTHER
212	5761	5767	1438	844	1503	879	Profile	OTHER
213	5769	5780	1506	826	1630	870	Information,	OTHER
214	5971	5977	1550	923	1623	963	FEDERAL	OTHER
215	5985	5987	1685	812	1728	845	new	OTHER
216	5989	5991	1004	907	1047	941	W-4	OTHER
217	5993	5996	1775	799	1819	833	with	OTHER
218	5998	6001	1237	874	1285	907	your	OTHER
219	6003	6009	1873	781	1946	820	payroll	OTHER
220	6011	6015	1949	773	2003	810	dept.	OTHER
221	6026	6033	163	975	235	1006	25931-57	box3SocialSecurityWages
222	6160	6167	1093	965	1204	1006	Robinson	OTHER
223	6206	6210	1556	967	1611	997	LOCAL	OTHER
224	6268	6275	400	994	460	1024	Medicare	OTHER
225	6277	6279	465	993	485	1020	tax	OTHER
226	6281	6286	489	992	542	1019	wire45	OTHER
227	6288	6289	545	992	564	1020	09	OTHER
228	6342	6347	954	988	1040	1025	Thomas	OTHER
229	6355	6355	126	1034	144	1062	5	OTHER
230	6357	6364	155	1028	215	1059	Medicare	OTHER
231	6366	6370	219	1022	259	1051	wages	OTHER
232	6372	6374	264	1018	286	1044	and	OTHER
233	6376	6379	291	1014	313	1040	tips	OTHER
234	6405	6413	408	1046	469	1078	Allocated	OTHER
235	6415	6419	472	1042	556	1071	Up#59	OTHER
236	6421	6422	560	1042	582	1068	59	OTHER
237	6479	6483	960	1026	1030	1062	45391	OTHER
238	6485	6492	1034	1010	1145	1051	Harrison	OTHER
239	6493	6494	1143	1038	1173	1062	VT	OTHER
240	6499	6507	1151	992	1272	1034	Underpass	OTHER
241	6640	6649	966	1052	1097	1094	Aprilhaven	OTHER
242	6663	6668	169	1085	204	1109	Social	OTHER
243	6670	6677	208	1079	256	1107	security	OTHER
244	6679	6681	260	1075	277	1100	tip	OTHER
245	6714	6719	448	1096	490	1120	indent	OTHER
246	6720	6722	519	1103	548	1128	157	OTHER
247	6793	6796	492	1092	520	1116	care	OTHER
248	6798	6805	523	1083	574	1112	benefits	OTHER
249	6815	6826	170	1130	244	1164	Verification	OTHER
