	0	0.1	1004	357	1024	373	12a	OTHER
0	0	0	126	956	157	978	This	OTHER
1	170	174	1036	38	1068	58	Visit	OTHER
2	176	178	1069	34	1093	53	the	OTHER
3	180	182	1094	30	1121	49	IRS	OTHER
4	184	190	1123	21	1183	45	Website	OTHER
5	363	364	1041	66	1055	81	at	OTHER
6	366	383	1056	45	1174	79	www.irs.gov/efile.	OTHER
7	512	516	775	77	812	99	Safe,	OTHER
8	518	526	814	66	889	93	Accurate,	OTHER
9	528	529	903	71	936	97	Re	OTHER
10	531	534	967	59	1015	90	file	OTHER
11	663	667	775	100	828	122	FAST!	OTHER
12	669	671	829	96	857	116	Use	OTHER
13	694	694	967	104	981	121	2	OTHER
14	696	702	989	97	1036	117	Federal	OTHER
15	704	709	1036	90	1082	109	income	OTHER
16	711	713	1082	87	1103	101	tax	OTHER
17	715	722	1104	78	1153	97	withheld	OTHER
18	823	825	610	130	640	149	OMB	OTHER
19	827	829	641	126	666	144	No.	OTHER
20	831	839	667	117	722	140	1545-0008	OTHER
21	885	890	987	113	1069	145	37067.	box2FederalIncomeTaxWithheld
22	892	893	1069	109	1097	133	23	box2FederalIncomeTaxWithheld
23	1008	1013	704	142	751	162	Wages,	OTHER
24	1015	1019	753	137	781	154	tips,	OTHER
25	1021	1025	782	132	813	150	other	OTHER
26	1027	1038	815	120	897	144	compensation	OTHER
27	1055	1060	999	149	1039	167	Social	OTHER
28	1062	1069	349	144	400	167	security	OTHER
29	1071	1073	1087	138	1109	153	tax	OTHER
30	1075	1082	1110	129	1159	149	withheld	OTHER
31	1117	1117	214	172	225	188	a	OTHER
32	1119	1128	233	158	307	185	Employee's	OTHER
33	1130	1135	309	152	348	173	social	OTHER
34	1145	1152	1039	142	1087	160	security	OTHER
35	1154	1159	401	136	452	158	number	OTHER
36	1216	1226	311	155	467	201	381-37-6717	ssnOfEmployee
37	1279	1284	728	154	814	185	134168	box1WagesTipsAndOtherCompensations
38	1286	1286	814	152	826	173	.	OTHER
39	1288	1289	826	148	854	171	14	box1WagesTipsAndOtherCompensations
40	1324	1327	995	170	1051	198	9362	box4SocialSecurityTaxWithheld
41	1329	1329	1052	168	1064	190	.	box4SocialSecurityTaxWithheld
42	1331	1332	1065	164	1089	188	41	box4SocialSecurityTaxWithheld
43	1445	1445	687	197	703	216	3	OTHER
44	1447	1452	713	194	752	214	Social	OTHER
45	1453	1459	737	205	835	239	122384.	box3SocialSecurityWages
46	1583	1590	752	187	800	207	security	OTHER
47	1592	1596	801	180	840	199	wages	OTHER
48	1734	1735	834	201	861	224	39	box3SocialSecurityWages
49	1759	1759	983	206	997	223	6	OTHER
50	1761	1768	1005	196	1063	219	Medicare	OTHER
51	1770	1772	1063	192	1084	209	tax	OTHER
52	1773	1778	1066	206	1148	237	4907.3	OTHER
53	1958	1965	1084	185	1138	205	withheld	OTHER
54	1967	1967	20	253	32	271	b	OTHER
55	1969	1976	37	246	93	268	Employer	OTHER
56	1977	1986	77	249	216	289	56-0737019	einEmployerIdentificationNumber
57	1999	2012	94	234	169	259	identification	OTHER
58	2014	2019	170	226	216	247	number	OTHER
59	2021	2025	216	219	252	239	(EIN)	OTHER
60	2100	2100	696	250	710	267	5	OTHER
61	2102	2109	719	242	776	263	Medicare	OTHER
62	2111	2115	776	236	817	255	wages	OTHER
63	2117	2119	818	233	841	249	and	OTHER
64	2121	2124	842	229	864	246	tips	OTHER
65	2150	2150	993	258	1003	272	8	OTHER
66	2152	2160	1015	247	1071	268	Allocated	OTHER
67	2163	2166	1072	245	1093	259	tips	OTHER
68	2288	2294	745	255	841	289	169217.	OTHER
